id,filename,collection
425,"INTM520050 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ covenant conditions - HMRC internal manual - GOV.UK.pdf",UK
426,"INTM520060 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ consequences of a covenant breach - HMRC internal manual - GOV.UK.pdf",UK
427,"INTM520070 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ covenant breaches and unforeseen circumstances - HMRC internal manual - GOV.UK.pdf",UK
428,"INTM520080 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ monitoring conditions - HMRC internal manual - GOV.UK.pdf",UK
429,"INTM520085 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ statement of practice 01_12 - HMRC internal manual - GOV.UK.pdf",UK
430,"INTM520090 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ example of an agreement - the model ATCA - HMRC internal manual - GOV.UK.pdf",UK
431,"INTM520100 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ Example of an agreement_ model ATCA - appendix 1 - interest cover ratio - HMRC internal manual - GOV.UK.pdf",UK
432,"INTM520110 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ example of an agreement_ model ATCA - appendix 2 - gearing ratio - HMRC internal manual - GOV.UK.pdf",UK
433,"INTM520120 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ example of an agreement_ model ATCA - appendix 3 - short accounting period - HMRC internal manual - GOV.UK.pdf",UK
434,"INTM520130 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ example of an agreement_ model ACTA - commentary on the agreement - HMRC internal manual - GOV.UK.pdf",UK
435,"INTM520140 - Thin capitalisation_ practical guidance_ creating agreements between HMRC and the group_ making a recommendation to the Double Taxation Treaty team on pre-ATCA cases - HMRC internal manual - GOV.UK.pdf",UK
436,"INTM521010 - Thin capitalisation_ practical guidance_ breaches of agreements between HMRC and the group_ introduction to breaches - HMRC internal manual - GOV.UK.pdf",UK
437,"INTM521020 - Thin capitalisation_ practical guidance_ breaches of agreements between HMRC and the group_ breaches and treaty clearance - HMRC internal manual - GOV.UK.pdf",UK
438,"INTM521030 - Thin capitalisation_ practical guidance_ breaches of agreements between HMRC and the group_ remedying a breach for future periods - HMRC internal manual - GOV.UK.pdf",UK
439,"INTM521040 - Thin capitalisation_ practical guidance_ breaches of agreements between HMRC and the group_ breach of covenant_ disallowing the interest deduction - HMRC internal manual - GOV.UK.pdf",UK
440,"INTM521050 - Thin capitalisation_ practical guidance_ breaches of agreements between HMRC and the group_ other solutions - HMRC internal manual - GOV.UK.pdf",UK
441,"INTM522010 - Thin capitalisation_ practical guidance_ third-party loan agreements_ the general form of third-party debt agreements - HMRC internal manual - GOV.UK.pdf",UK
442,"INTM522020 - Thin capitalisation_ practical guidance_ third-party loan agreements_ syndicates of lenders - HMRC internal manual - GOV.UK.pdf",UK
443,"INTM522030 - Thin capitalisation_ practical guidance_ third-party loan agreements_ the grossing up clause for withholding tax - HMRC internal manual - GOV.UK.pdf",UK
444,"INTM522040 - Thin capitalisation_ practical guidance_ third-party debt agreements_ interest rates and related fees - HMRC internal manual - GOV.UK.pdf",UK
445,"INTM523100 - Thin capitalisation_ practical guidance_ accountancy issues_ introduction_ accountancy impact on thin capitalisation - HMRC internal manual - GOV.UK.pdf",UK
446,"INTM523150 - Thin capitalisation_ practical guidance_ accountancy issues_ International Financial Reporting Standards (IFRS) and UK Generally Accepted Accounting Practice (UK GAAP) - HMRC internal manual - GOV.UK.pdf",UK
447,"INTM523160 - Thin capitalisation_ practical guidance_ accountancy issues_ acceptable GAAP for thin cap purposes - HMRC internal manual - GOV.UK.pdf",UK
448,"INTM523170 - Thin capitalisation_ practical guidance_ accountancy issues_ impact of accounting on loan agreements - HMRC internal manual - GOV.UK.pdf",UK
449,"INTM523180 - Thin capitalisation_ practical guidance_ accountancy issues_ the change in the treatment of preference shares under IFRS - HMRC internal manual - GOV.UK.pdf",UK
450,"INTM523210 - Thin capitalisation_ practical guidance_ accountancy issues_ FRS 17_ the impact of pensions accounting on thin capitalisation - HMRC internal manual - GOV.UK.pdf",UK
451,"INTM523220 - Thin capitalisation_ practical guidance_ accountancy issues_ FRS 17_ defined benefits and defined contributions schemes - HMRC internal manual - GOV.UK.pdf",UK
452,"INTM523250 - Thin capitalisation_ practical guidance_ accountancy issues_ FRS17_ retirement benefits - profit and loss account - HMRC internal manual - GOV.UK.pdf",UK
453,"INTM523270 - Thin capitalisation_ practical guidance_ accountancy issues_ FRS17_ retirement benefits - impact of current service costs - HMRC internal manual - GOV.UK.pdf",UK
454,"INTM523280 - Thin capitalisation_ practical guidance_ accountancy issues_ FRS17_ interest cost and expected rate of return on assets - HMRC internal manual - GOV.UK.pdf",UK
455,"INTM523300 - Thin capitalisation_ practical guidance_ accountancy issues_ FRS 17_ actuarial gains and losses - HMRC internal manual - GOV.UK.pdf",UK
456,"INTM523310 - Thin capitalisation_ practical guidance_ accountancy issues_ FRS 17_ non-recurring items (past service costs, settlements and curtailments) - HMRC internal manual - GOV.UK.pdf",UK
457,"INTM523400 - Thin capitalisation_ practical guidance_ accountancy issues_ FRS 17_ pension deficits and surpluses - HMRC internal manual - GOV.UK.pdf",UK
458,"INTM523410 - Thin capitalisation_ practical guidance_ accountancy issues_ FRS 17_ summary of the impact of FRS 17 on thin capitalisation - HMRC internal manual - GOV.UK.pdf",UK
459,"INTM523420 - Thin capitalisation_ practical guidance_ accountancy issues_ FRS 17_ presentation of FRS17 in the accounts - disclosures - HMRC internal manual - GOV.UK.pdf",UK
460,"INTM524010 - Thin capitalisation_ practical guidance_ the use of credit ratings_ what is a credit rating_ - HMRC internal manual - GOV.UK.pdf",UK
461,"INTM524020 - Thin capitalisation_ practical guidance_ the use of credit ratings_ how do ratings agencies arrive at their ratings_ - HMRC internal manual - GOV.UK.pdf",UK
462,"INTM524030 - Thin capitalisation_ practical guidance_ the use of credit ratings_ what are credit ratings used for by the market_ - HMRC internal manual - GOV.UK.pdf",UK
463,"INTM524040 - Thin capitalisation_ practical guidance_ the use of credit ratings_ investment grade and non-investment grade credit ratings - HMRC internal manual - GOV.UK.pdf",UK
464,"INTM524050 - Thin capitalisation_ practical guidance_ the use of credit ratings_ the distinction between ‘investment grade’ and ‘speculative grade’ - HMRC internal manual - GOV.UK.pdf",UK
465,"INTM524060 - Thin capitalisation_ practical guidance_ the use of credit ratings_ important factors to consider when benchmarking using credit ratings - HMRC internal manual - GOV.UK.pdf",UK
466,"INTM524070 - Thin capitalisation_ practical guidance_ the use of credit ratings_ in-house credit ratings - HMRC internal manual - GOV.UK.pdf",UK
467,"INTM524080 - Thin capitalisation_ practical guidance_ the use of credit ratings_ further considerations when using credit ratings in thin capitalisation cases - HMRC internal manual - GOV.UK.pdf",UK
468,"INTM539000 - International financial glossary - HMRC internal manual - GOV.UK.pdf",UK
469,"Managing compliance risk for UK businesses (part 1) - GOV.UK.pdf",UK
470,"Purpose, audience and use - GOV.UK.pdf",UK
471,"Statement of Practice 1 (2018) - GOV.UK.pdf",UK
472,"European Commission vs. UK, April 2019, European Commission, Case no C(2019) 2526 final .pdf",UK
473,"UK vs BlackRock, April 2024, Court of Appeal, Case No [2024] EWCA Civ 330 (CA-2022-001918) .pdf",UK
474,"UK vs BlackRock, July 2022, Upper Tribunal, Case No [2022] UKUT 00199 (TCC) .pdf",UK
475,"UK vs Blackrock, November 2020, First-tier Tribunal, Case No TC07920 .pdf",UK
476,"UK vs Bluecrest Capital Management, July 2020, First-Tier Tribunal – Tax Chamber, Case No TC07782 .pdf",UK
477,"UK vs Irish Bank Resolution Corporation Limited and Irish Nationwide Building Society, August 2020, Court of Appeal , Case No [2020] EWCA Civ 1128.pdf",UK
478,"UK vs Irish Bank Resolution Corporation Limited and Irish Nationwide Building Society, October 2019, UK Upper Tribunal, UKUT 0277 (TCC) .pdf",UK
479,"UK vs JTI Acquisitions Company (2011) Ltd, August 2023, Upper Tribunal, Case No [2023] UKUT 00194 (TCC) .pdf",UK
480,"UK vs Kwik-Fit, May 2024, Court of Appeal, Case No [2024] EWCA Civ 434 (CA-2023-000429) .pdf",UK
481,"UK vs Oxford Instruments Ltd, April 2019, First-tier Tribunal, Case No. [2019] UKFTT 254 (TC) .pdf",UK
482,"UK vs Refinitiv Limited, October 2023, Upper Tribunal, Case No [2023] UKUT 00257 (TCC) .pdf",UK
483,"UK vs Refinitive and others (Thomson Reuters), November 2024, Court of Appeal, Case No [2024] EWCA Civ 1412 (CA-2023-002584) .pdf",UK
484,"UK vs Royal Bank of Canada, February 2025, Supreme Court, Case No [2025] UKSC 2.pdf",UK
485,"UK vs Union Castle Ltd, April 2020, UK Court of Appeal, Case No A3_2018_3003 and 3004 .pdf",UK
486,"UK vs Union Castle Ltd, October 2018, UK Upper Tribunal, Case No 0316 (TCC) .pdf",UK
487,"UK vs. DSG Retail (Dixon case), First-Tier Tax Tribunal, Case No. UKFT 31.pdf",UK
488,"2018 APA Statutory Report.pdf",USA
489,"2019 APA Statutory Report.pdf",USA
490,"2019 APMA Statutory Report.pdf",USA
491,"2020 APMA Statutory Report.pdf",USA
492,"2021 APMA Statutory Report.pdf",USA
493,"2022 APMA Statutory Report .pdf",USA
494,"2023 APMA Statutory Report.pdf",USA
495,"APAM Pre-filing Conference Request.pdf",USA
496,"Best method review panel FAQs _ Internal Revenue Service.pdf",USA
497,"Change to number of required copies for APA and MAP requests _ Internal Revenue Service.pdf",USA
498,"Competent authority filing modifications and APMA APA consultations _ Internal Revenue Service.pdf",USA
499,"Form 8975_Country-by-Country Report.pdf",USA
500,"Frequently asked questions (FAQs) - Country-by-country reporting _ Internal Revenue Service.pdf",USA
501,"Instructions for Form 8975 and Schedule A (Form 8975).pdf",USA
502,"IRC §1.6662-6 & 7.pdf",USA
503,"IRS Memorandum Number AM 2025-001_Periodic Adjustments and the Arm’s Length Stand.pdf",USA
504,"Memorandum AM 2021-004.pdf",USA
505,"Memorandum AM 2023-008_ Effect of Group Membership on Financial Transactions under Section 482 and Treas. Reg. § 1.482-2(a) .pdf",USA
506,"Memorandum Number- AM 2022-006 .pdf",USA
507,"Memorandum Number- AM2018-003.pdf",USA
508,"MITT and APA frequently asked questions _ Internal Revenue Service.pdf",USA
509,"MITT submission process for accepted taxpayers _ Internal Revenue Service.pdf",USA
510,"MITT submission process for new applicants _ Internal Revenue Service.pdf",USA
511,"Procedures for Advance Pricing Agreements.pdf",USA
512,"Renewal of the Qualified Maquiladora Approach Agreement _ Internal Revenue Service.pdf",USA
513,"Revenue Procedure 2017-23.pdf",USA
514,"Sample Intercompany Transaction Summary.pdf",USA
515,"SCHEDULE A (Form 8975).pdf",USA
516,"TD 9773.pdf",USA
517,"Transfer pricing documentation best practices frequently asked questions (FAQs) _ Internal Revenue Service.pdf",USA
518,"Transfer Pricing Examination Process_P5300.pdf",USA
519,"Treasury Regulations 1.482.pdf",USA
520,"United States Dispute Resolution Profile (OECD).pdf",USA
521,"Update to APA user fees _ Internal Revenue Service.pdf",USA
522,"Berkowitz v. United States, May 1969, U.S. 5. Circuit, Case No. 411 F.2d 818, 820.pdf",USA
523,"Georgia Pacific Corp vs. United States Plywood Corp, May 1970 (Civ. A. No. 99-195).pdf",USA
524,"Gregory v. Helvering, January 1935, U.S. Supreme Court, Case No. 293 U.S. 465 (1935).pdf",USA
525,"UK vs Cadbury- Schweppes, September 2006, European Court of Justice, Case C-196_04 .pdf",USA
526,"US (New York State) vs Hallmark Marketing Corporation, January 2006, New York Tax Appeals Commission, DTA NO. 819956 .pdf",USA
527,"US SOUTH DAKOTA v. WAYFAIR, INC., June 2018, US Supreme Court, Case No. 17-494 .pdf",USA
528,"US vs 3M Company And Subsidiaries, February 2023, US Tax Court, 160 T.C. No. 3 (Docket No. 5816-13) .pdf",USA
529,"US vs Altera Corp, July 2018, U.S. Court of Appeal, Nos 16-704996 .pdf",USA
530,"US vs Altera Corp, June 7, 2019, U.S. Court of Appeal, Nos 16-70496 and 16-70497 .pdf",USA
531,"US vs Altera Corp, June 2020, Supreme Court – review denied, Case no 19-1009 .pdf",USA
532,"US vs Altera, July 2015, US Tax Court, Case No. 145 T.C. No 3 .pdf",USA
533,"US vs Amazon, August 2019, US Court of Appeal Ninth Circut, Case No. 17-72922 .pdf",USA
534,"US vs Aspro Inc., April 2022, Eight Circuit, No. 21-1996 .pdf",USA
535,"US vs BAUSCH & LOMB INC, March 1989, US Tax Court Docket No 3394-86 .pdf",USA
536,"US vs BAUSCH & LOMB INC, May 1991, United States Court of Appeals, No. 1428, Docket 89-4156. .pdf",USA
537,"US vs Buyuk LLC and Beyazit LLC, November 2013, US Tax Court, Case No. 11051-10, 6853-12 .pdf",USA
538,"US vs Cavallaro, October 2019, TC Memo 2019-144 .pdf",USA
539,"US vs Coca Cola, August 2024, US Tax Court, Docket No. 31183-15.pdf",USA
540,"US vs Coca Cola, Dec. 2017, US Tax Court, 149 T.C. No. 21 .pdf",USA
541,"US vs Coca Cola, November 2020, US Tax Court, 155 T.C. No. 10 .pdf",USA
542,"US vs Coca Cola, November 2023, US Tax Court, T.C. Memo. 2023-135.pdf",USA
543,"US vs Coca Cola, October 2021, US Tax Court, T.C. Docket 31183-15 .pdf",USA
544,"US vs Computervision. April 1991 Docket No. 17527-88.pdf",USA
545,"US vs Container Corp., May 2011, U.S. Court of Appeals, No. 10-60515 .pdf",USA
546,"US vs Dixie Dairies Corp., May 1980, U.S. Tax Court, 74 T.C. 476 (1980) Docket Nos. 3538-75, 3539-75, 10803-75, 1588-76, 1589-76 .pdf",USA
547,"US vs E.I. Du Pont de Nemours & Co, October 1979, US Courts of Claims, Case No 608 F.2d 445 (Ct. Cls. 1979).pdf",USA
548,"US vs Eaton Corp., August 2022, Sixth Circuit, Nos. 21-1569_2674 .pdf",USA
549,"US vs EATON-CORPORATION, July 2017, US Tax Court, TC memo 2017-147 .pdf",USA
550,"US vs Eaton, Oct. 2019, United States Tax Court, Docket No 5576-12 .pdf",USA
551,"US vs Eli Lilly & Co, October 1998, United States Court of Appeals Nos. 86-2911, 86-3116.pdf",USA
552,"US vs Estate of Mixon, July 1972, United States Court of Appeals, Fifth Circuit, 464 F.2d 394 .pdf",USA
553,"US vs First Security Bank of Utah, March 1972, US Supreme Court, Case No. 70-305 .pdf",USA
554,"US vs GlaxoSmithKlein, July 2001, United State Tax Court, Case No 117 T.C. No. 1 .pdf",USA
555,"US vs GlaxoSmithKline Holdings, September 2006, IR-2006-142 .pdf",USA
556,"US vs GSS HOLDINGS (LIBERTY) INC., September 2023, U.S. Court of Appeals, Case No. 21-2353 .pdf",USA
557,"US vs Guidant Corporation, February 2016, US Tax Court, Case No 146 T.C. No. 5 .pdf",USA
558,"US vs Hyatt Group Holding, Inc. and Subsidiaries, October 1999, United States Tax Court, No T.C. Memo. 1999-334 .pdf",USA
559,"US vs International Paper. April 1995 No. 90-119T.pdf",USA
560,"US vs Kenco Restaurants, Inc., February 2000, Sixth Circuit, Nos. 98-2416-98-2418, and 98-2420. .pdf",USA
561,"US vs Laidlaw Transportation, Inc., June 1998, US Tax Court, Case No 75 T.C.M. 2598 (1998) .pdf",USA
562,"US vs Medieval Attractions, 1996 October, US Tax Court, T.C. Memo. 1996-455 .pdf",USA
563,"US vs Medtronic, August 2018, U.S. Court of Appeals, Case No- 17-1866 .pdf",USA
564,"US vs Medtronic, August 2022, U.S. Tax Court, T.C. Memo. 2022-84 .pdf",USA
565,"US vs Microsoft, May 2017, US District Court .pdf",USA
566,"US vs Moline Properties Inc, June 1943, US Supreme Court, Case No 660 .pdf",USA
567,"US vs National Westminster Bank PLC, January 2008, U.S. Court of Appeals, Case No. No. 2007-5028 .pdf",USA
568,"US vs NESTLE HOLDINGS INC, July 1998, Court of Appeal, 2nd Circuit, Docket Nos 96-4158 and 96-4192 .pdf",USA
569,"US vs Pacific management Group, August 2018, US Tax Court Case, Memo 2018-131 .pdf",USA
570,"US vs PepsiCo, September 2012, US Tax Court, 155 T.C. Memo 2012-269 .pdf",USA
571,"US vs Perkin-Elmer Corp. & Subs., September 1993, United States Tax Court, Case No. T.C. Memo. 1993-414 .pdf",USA
572,"US vs Proctor & Gamble Co, April 1992, Court of Appeal (6th Cir.), Case No 961 F.2d 1255 Docket No. 91-1515, 91-1557.pdf",USA
573,"US vs Proctor & Gamble, September 1990, US Tax Court, Opinion No. 16521-84. .pdf",USA
574,"US vs Reserve Mechanical Corp, June 2018, US Tax Court, Case No. T.C. Memo 2018-86 .pdf",USA
575,"US vs Santander Holding USA Inc, May 2017, Supreme Court, Case No. 16-1130 .pdf",USA
576,"US vs Seagate Tech, 1994, US Tax Court 102 T.C. 149 Docket No. 11660-90.pdf",USA
577,"US vs Seagate Technology, December 2000, United States Tax Court , Docket No. 15086-98.pdf",USA
578,"US vs SIH Partners LLLP, May 2019, U.S. Court of Appeal, Case No 18-1862 .pdf",USA
579,"US vs Skechers USA Inc., February 2023, Wisconsin Tax Appeals Commission, Nos. 10-I-171 AND 10-I-172 .pdf",USA
580,"US vs Sundstrand Corp, Feb. 1991, United States Tax Court Docket No. 26230-83.pdf",USA
581,"US vs TBL LICENSING LLC, January 2022, U.S. Tax Court, Case No. 158 T.C. No 1 (Docket No. 21146-15) .pdf",USA
582,"US vs The Talbots Inc., March 2011, Massachusetts Appellate Tax Board, Case No 79 Mass. App. Ct. 159 .pdf",USA
583,"US vs Tribune Media Company, October 2021, U.S. Tax Court, T.C. Memo. 2021-122 .pdf",USA
584,"US vs Union Carbide, June 1998 Docket No. 3501-94.pdf",USA
585,"US vs United States Steel Corporation, March 1980, United States Court of Appeals, Second Circuit, 617 F.2d 942 .pdf",USA
586,"US vs United States Steel Corporation, May 1977, US Tax Court, T.C. Memo. 1977-140 Docket No. 5786-72.pdf",USA
587,"US vs Wells Fargo, May 2017, District Court, Case No. 09-CV-2764 .pdf",USA
588,"US vs Whirlpool, December 2021, U.S. Court of Appeals, Case No. Nos. 20-1899_1900 .pdf",USA
589,"US vs Whirlpool, May 2020, US tax court, Case No. 13986-17 154 T.C. No 9 .pdf",USA
590,"US vs Xilinx Inc, March 2010, U.S. Court of Appeal, Nos. 06-74246, 06-74269 .pdf",USA
591,"US vs Xilinx Inc, May 27, 2009, U.S. Court of Appeals, Case No. 06-74546 .pdf",USA
592,"US vs. Amazon, March 2017, US Tax Court, Case No. 148 T.C. No 8 .pdf",USA
593,"US vs. Bankers Trust. September 2000  99-5066.pdf",USA
594,"US vs. BMC Software, March 2015, U.S. Court of Appeals, Case No. 13-60684 .pdf",USA
595,"US vs. BMC. January 1999 Civil Action No. H-98-2363.pdf",USA
596,"US vs. Boing Co. March 2003, Supreme Court of Appeals  Case No. 01-1209.pdf",USA
597,"US vs. Boston Scientific Corporation, July 2016 .pdf",USA
598,"US vs. DHL. April 2002, U.S. Court of Appeals Docket Nos, 99-71580, 00-70008, 99-71592 and 99-71675.pdf",USA
599,"US vs. Dow, January 1993, US Court of Appeals Docket No. 90-5150.pdf",USA
600,"US vs. Exelon Corp, September 2016, US Tax Court .pdf",USA
601,"US vs. Hewlett Packard, November 2017, U.S. Court of Appeals, Case No 14-73047 .pdf",USA
602,"US vs. Medtronic Inc. June 2016, US Tax Court .pdf",USA
603,"US vs. Microsoft Corp. February 1998  Tax Ct. Dkt. No. 16878-96.pdf",USA
604,"US vs. National Semiconductor, May 1994, United States Tax Court Docket No. 4754-89, 8031-90.pdf",USA
605,"US vs. Sherwin-Williams Company, October 2002, Massachusetts Supreme Judicial Court, Case No 438 Mass. 71 .pdf",USA
606,"US vs. Veritas Software Corporation, December 2009, US Tax Court, Case No 133 T.C. 297, 316 .pdf",USA
607,"US vs. Xilinex Inc, Docket Nos. 4142-01, 702-03. August 2005.pdf",USA
608,"US-vs-Analog-Devices-Subsidiaries-Nov-22-2016-United-State-Tax-Court-147-TC-no-15 .pdf",USA
609," Circular on the administrative principles on the parties’ obligation to cooperate and the estimation of tax bases and surcharges [ENG].pdf",Germany
610," Circular on the requirements for country-by-country reports by multinational enterprise groups.pdf",Germany
611," Decree Law on business restructurings (2022).pdf",Germany
612," Information leaflet for competent authority and arbitration procedures (27 August 2021, BStBl. I 2021, at 1495.pdf",Germany
613,"§ 90 AO - Obligations of the parties involved to cooperate.pdf",Germany
614,"§ 138a Country-by-Country Report [ENG Translated].pdf",Germany
615,"§ 162 AO - § 162  Estimation of tax bases [ENG Translated].pdf",Germany
616,"§ 379 - Tax Endangerment [ENG Translated].pdf",Germany
617,"Abgabenordnung (AO).pdf",Germany
618,AStG.pdf,Germany
619,BMF_Letter_27.09.2019,Germany
620,"BsGaV - Regulation on the application of the ALP principle to permanent establishments [ENG Translated].pdf",Germany
621,"BZSt - Country by Country Reporting [ENG Translated].pdf",Germany
622,"Circular of 5 October 2006 on APA procedures (BStBl I 2006, 594).pdf",Germany
623,"Circular of 11 July 2017 on the requirements for CbC reports by MNE groups.pdf",Germany
624,"Circular of 27 September 2019 on the CbC reports by MNE groups.pdf",Germany
625,"Decree Law on transfer pricing documentation.pdf",Germany
626,"EGAO - Introductory Act to the Tax Code [ENG Translated].pdf",Germany
627,"EU JOINT TRANSFER PRICING FORUM THE APPLICATION OF THE PROFIT SPLIT METHOD WITHIN THE EU.pdf",Germany
628,"Fourth Act to Relief Bureaucracy for Citizens, Businesses and the Administration (Fourth Bureaucracy Relief Act_ BEG IV) was published in the Federal Law Gazette (BGBl. 2024 I No. 323).pdf",Germany
629,"MAP Guidelines.pdf",Germany
630,"Seventh Regulation Amending List of Jurisdictions Under Country-by-Country Reporting (CbC) .pdf",Germany
631,"Updated Comprehensive Guidance on German Transfer Pricing Rules [VWG VP 2024].pdf",Germany
632,"Verordnung zu Art, Inhalt und Umfang von Aufzeichnungen im Sinne des § 90 Absatz 3 der Abgabenordnung.pdf",Germany
633,"Case No 1 K 1472_13.pdf",Germany
634,"Case No 1 K 1595_20.pdf",Germany
635,"Case No 2 BvR 1079_20.pdf",Germany
636,"Case No 2 BvR 1161_19.pdf",Germany
637,"Case No 2 K 750_19.pdf",Germany
638,"Case No 2 V 827_21.pdf",Germany
639,"Case No 3 K 1940_17 F.pdf",Germany
640,"Case No 4 K 1053_11 E.pdf",Germany
641,"Case No 6 K 578_06.pdf",Germany
642,"Case No 6 K 1918_16.pdf",Germany
643,"Case No 7 K 1938_22.pdf",Germany
644,"Case No 10 K 117_20.pdf",Germany
645,"Case No 10 K 310_19 (BFH Pending – I R 43_23).pdf",Germany
646,"Case no 10 K 771_16.pdf",Germany
647,"Case No 10 K 1406_18.pdf",Germany
648,"Case No 14 K 588_20.pdf",Germany
649,"Case No C-431_21.pdf",Germany
650,"Case No I B 7_07.pdf",Germany
651,"Case No I B 44_21.pdf",Germany
652,"Case No I R 4_21.pdf",Germany
653,"Case No I R 19_17.pdf",Germany
654,"Case No I R 23_13.pdf",Germany
655,"Case No I R 32_17.pdf",Germany
656,"Case No I R 45_11.pdf",Germany
657,"Case No I R 51_17.pdf",Germany
658,"Case No I R 54_19.pdf",Germany
659,"Case No I R 62_17.pdf",Germany
660,"Case No I R 73_16.pdf",Germany
661,"Case No I R 78_16.pdf",Germany
662,"Case No IR 4_17.pdf",Germany
663,"Case No IR 12_99.pdf",Germany
664,"Case No IR 15_21.pdf",Germany
665,"Case No IR 27_19.pdf",Germany
666,"Case No IR 34_18.pdf",Germany
667,"Case No IR 81_17.pdf",Germany
668,"Case No IR 82_17.pdf",Germany
669,"Case No IR 94_15.pdf",Germany
670,"Case No IR 103_00.pdf",Germany
671,"Case No VII R 2_19.pdf",Germany
672,"Case No X B 37_11.pdf",Germany
673,"Case No. I R 74-15.pdf",Germany
674,"Federal Tax Court 11.10.2012, I R 75_11.pdf",Germany
675,"Supreme Tax Court IV R 1 14.pdf",Germany
676,"Supreme Tax Court judgment I R 57_13.pdf",Germany
677,"Apply for an advance ruling on transfer pricing matters.pdf",Finland
678,"Country-specific reporting – instructions on how to create csv files.pdf",Finland
679,"Country-specific reporting of taxatio.pdf",Finland
680,"Finalnd_International tax dispute resolution procedure.pdf",Finland
681,"Finland_Advance Pricing Agreement (APA).pdf",Finland
682,"Finland_OECD Transfer Pricing Guidelines as a source of interpretation.pdf",Finland
683,"Finland_Tax Procedure Act.pdf",Finland
684,"Finland_Transfer pricing documentation (VH_44_00.01.00_2022).pdf",Finland
685,"Finland_Transfer pricing in goods trade.pdf",Finland
686,"Finland_Transfer pricing of intangible assets.pdf",Finland
687,"Finland_Transfer pricing of service transactions.pdf",Finland
688,"Guide on the country-by-country tax report.pdf.pdf",Finland
689,"Loan agreements between group companies.pdf",Finland
690,"Mutual Agreement Procedure (MAP) in transfer pricing matters.pdf",Finland
691,"Notification of a person liable for reporting – this is how you report in MyTax.pdf.pdf",Finland
692,"Tax supervision of transfer pricing.pdf",Finland
693,"Taxation country-specific report – how to create a report in MyTax.pdf",Finland
694,"Transfer pricing adjustment provision.pdf",Finland
695,"Transfer pricing advice and procedure.pdf",Finland
696,"Transfer pricing documentation obligation.pdf",Finland
697,"Transfer pricing in business change situations.pdf",Finland
698,"Transfer pricing of cash pool arrangements.pdf",Finland
699,"Transfer pricing of guarantee transactions.pdf",Finland
700,"Transfer pricing of intra-group financing.pdf",Finland
701,"Transfer pricing of manufacturing activities.pdf",Finland
702,"You can appeal a transfer pricing adjustment.pdf",Finland
703,"Case no KHO_2017_145.pdf",Finland
704,"Case No KHO_2017_146.pdf",Finland
705,"Case No. 17_0979_4.pdf",Finland
706,"Case No. KHO_2010_73.pdf",Finland
707,"Case No. KHO_2013_36.pdf",Finland
708,"Case No. KHO_2014_33.pdf",Finland
709,"Case No. KHO_2014_119.pdf",Finland
710,"Case No. KHO_2018_173.pdf",Finland
711,"Case No. KHO_2021_66.pdf",Finland
712,"Case No. KHO_2021_127.pdf",Finland
713,"Case No. KHO_2023_32.pdf",Finland
714,"Case No. KHO-2020-35.pdf",Finland
715,"Case No. KHO-2021-178.pdf",Finland
716,"Case No. KHO-2021-179.pdf",Finland
717,"Case No. KHO2020-34.pdf",Finland
718,"Case No. KHO2021_73.pdf",Finland
719,"Pravilnik o izvajanju Zakona o davčnem postopku.pdf",Slovenia
720,"Pravilnik o transfernih cenah.pdf",Slovenia
721,"Zakon o davčnem postopku (ZDavP-2).pdf",Slovenia
722,"Zakon o davku od dohodkov pravnih oseb (ZDDPO-2).pdf",Slovenia
723,sodba_I_U_727_2012-08.10.2013.pdf,Slovenia
724,Sodba_X_Ips_1138_2006-17.03.2010.pdf,Slovenia
725,UPRS_sodba_I_U_328_2016-04.10.2016.pdf,Slovenia
726,UPRS_Sodba_I_U_632_2016-7-17.01.2017.pdf,Slovenia
727,UPRS_Sodba_I_U_1042_2019-21-20.08.2019.pdf,Slovenia
728,UPRS_sodba_I_U_1184_2012-16.04.2013.pdf,Slovenia
729,UPRS_Sodba_I_U_1570_2016-12-19.09.2017.pdf,Slovenia
730,UPRS_sodba_I_U_1984_2013-16.09.2014.pdf,Slovenia
731,UPRS_Sodba_III_U_208_2018-12-24.09.2020.pdf,Slovenia
732,VSRS_Sodba_X_Ips_452_2014-25.08.2016.pdf,Slovenia
733,"Netherlands_ Corporate Income Tax Act 1969.pdf",Netherlands
734,"Netherlands_ MAP decree_No. 2021-0000226675.pdf",Netherlands
735,"Netherlands_APA Guidelines_Decree 2019_13003.pdf",Netherlands
736,"Netherlands_Decree of 14 June 2022 (no. 2022-0000139020).pdf",Netherlands
737,"Netherlands_Mutual Agreement Procedures Decree.pdf",Netherlands
738,"Netherlands_Standard Form_MAP requests in TP cases.pdf",Netherlands
739,"Nederlands_District Court of Hague, Case No AWB 08_9105 VPB, (ECLI_NL_RBSGR_2011_BR4966).pdf",Netherlands
